image_id,PredictionString
17eefd92847c5a56c84990047ab2d5ae,0 1.0 1148 935 1409 1202 3 1.0 831 1731 1830 2117 11 1.0 632 524 926 648 10 1.0 94 2155 223 2347 11 1.0 1499 576 1719 695 
8d677aa2749132774b4bb1400351e097,0 1.0 1165 697 1415 976 11 1.0 1350 351 1570 460 3 1.0 889 1444 1767 1713 
460283ce802309a67fab5f8d098cc7f1,3 1.0 713 1298 1747 1613 0 1.0 981 699 1331 1065 
0cadc7fd92caf5c27d7ce718d089897d,0 1.0 1181 785 1468 1115 3 1.0 819 1508 1842 1936 11 1.0 648 412 1015 516 11 1.0 1360 455 1658 557 
4fef4a4c55426766f8eaff240f1050dd,0 1.0 1179 1001 1508 1369 11 1.0 623 677 953 800 3 1.0 842 1814 1757 2138 11 1.0 1502 699 1717 855 
db050c843cfa1c40c2336f5628cebbbf,3 1.0 772 1700 2075 2236 7 1.0 1558 731 2065 1229 0 1.0 1139 882 1548 1286 13 1.0 195 1282 625 1444 11 1.0 432 442 1040 749 7 1.0 176 1280 562 1484 7 1.0 385 849 792 1330 8 1.0 291 1587 527 1792 8 1.0 1561 753 2015 1202 11 1.0 1395 439 1789 578 7 1.0 283 1579 535 1793 
36fc763ac49338f190eeb00404783331,3 1.0 774 1231 2147 1693 0 1.0 1286 522 1710 930 11 1.0 1626 219 2042 389 11 1.0 728 200 1129 350 
ce5a5ce9eb9ca67da16e9c8677a056e4,10 1.0 194 1287 762 1914 11 1.0 1140 532 1412 640 7 1.0 227 1277 767 1820 11 1.0 517 555 889 719 0 1.0 998 839 1212 1101 13 1.0 596 635 851 991 
1e5df6a5f0edfdce728581219123811f,0 1.0 974 787 1495 1211 3 1.0 797 1609 1921 2186 11 1.0 674 381 1074 503 11 1.0 1424 391 1792 521 
379350d6cca599b6a09c5387c9160aad,0 1.0 1139 829 1355 1046 13 1.0 464 517 976 1064 3 1.0 755 1647 1563 2094 11 1.0 620 450 955 577 5 1.0 406 1173 857 1904 11 1.0 1304 488 1627 589 7 1.0 423 523 978 1034 10 1.0 1673 2248 1795 2390 13 1.0 1359 547 1634 1008 
065473884bfa339d2e464e5394d56fd6,11 1.0 539 445 846 544 3 1.0 838 1437 1699 1801 0 1.0 1062 786 1270 985 11 1.0 1404 459 1616 576 
b87fe4c1166680aa2e67644306baa246,0 1.0 1248 886 1520 1187 3 1.0 957 1620 1855 2018 11 1.0 1452 393 1774 508 
225590024026b2900f745a21e5f86e45,3 1.0 778 1412 1943 1920 0 1.0 1240 574 1515 843 11 1.0 1622 279 1895 449 0 1.0 905 702 1325 1232 
a7a4d298c34a295825515df73ee720a7,6 1.0 240 570 998 2006 5 1.0 253 562 985 2006 7 1.0 269 584 996 1978 13 1.0 1423 564 1985 1246 13 1.0 559 492 1028 1222 11 1.0 1359 416 1808 623 6 1.0 1420 525 2064 1873 11 1.0 594 413 1015 595 5 1.0 1455 569 2043 1894 7 1.0 1458 606 2054 1779 9 1.0 872 479 1440 2223 0 1.0 1163 843 1453 1166 3 1.0 774 1636 1751 2144 
c74edc445d2186be8ad8cb8e57787e3e,0 1.0 1310 883 1554 1129 11 1.0 1432 449 1791 572 13 1.0 527 1323 731 1493 5 1.0 517 772 1056 1729 13 1.0 1636 813 2005 1375 11 1.0 2008 2179 2146 2358 13 1.0 418 1787 660 1917 
880b327f38330a6d6f8ecd18678ab1eb,11 1.0 1554 343 1916 482 
2974f5f19670bae016a24ad38bf9106e,0 1.0 1044 809 1285 1063 
b0a22a2ed9f2511c83628c3c149c620e,13 1.0 1660 683 1856 890 11 1.0 694 390 1083 519 3 1.0 918 1652 1919 2031 
62019939690f6d1adffa89335bc8822f,0 1.0 1576 787 1916 1150 3 1.0 980 1601 2378 1994 11 1.0 757 440 1059 636 11 1.0 1808 412 2206 565 
00b7e6bfa4dc1fe9ddd0ce74743e38c2,0 1.0 1372 847 1641 1104 3 1.0 1078 1354 2150 1965 9 1.0 1141 550 1391 909 8 1.0 1153 553 1398 885 7 1.0 1148 544 1400 901 0 1.0 1137 560 1389 933 7 1.0 1796 1461 2260 1958 
341f942a70c16113f7b1c93c9ca9afb1,0 1.0 1081 913 1513 1327 3 1.0 895 1718 2015 2163 11 1.0 651 503 1000 628 11 1.0 1480 444 1801 602 
09291f525b50263a1b90764715395311,0 1.0 1295 913 1709 1332 11 1.0 1506 428 1917 564 3 1.0 864 1653 1887 2023 
79272925caa941829eb32e77a0262c3c,3 1.0 699 1190 1601 1469 0 1.0 1001 563 1198 773 
91666dfbe7cae907ee17c02084290e4b,11 1.0 1146 312 1461 423 13 1.0 331 677 545 838 3 1.0 676 1337 1572 1778 11 1.0 542 295 806 424 
0b16787b884e51fec691c45ca92c884b,3 1.0 818 1671 1848 2068 0 1.0 911 699 1488 1151 11 1.0 631 370 935 497 11 1.0 1274 354 1702 517 7 1.0 1739 1710 2065 2101 13 1.0 1770 1768 2032 2051 
b92f500effea3979596d1ad5833d62aa,0 1.0 1286 756 1555 1084 3 1.0 910 1581 1988 1966 11 1.0 1464 304 1784 417 
9a8dfa3f9fb55a22a1fae7efeca1c326,7 1.0 274 1025 737 1400 
1c146ccd983da39b62f2e2d9857e8d2a,0 1.0 1013 748 1216 1008 3 1.0 713 1322 1483 1571 
9d3db915dfabc8a9ac9cda6223856b90,10 1.0 105 1281 991 2009 7 1.0 202 1377 853 1757 3 1.0 844 1606 2008 2040 11 1.0 1590 514 1903 621 0 1.0 1244 949 1497 1264 5 1.0 1618 969 2258 2026 
ceadbcb1ad16b3cb8e46f109013aafb1,3 1.0 1340 1364 2377 1724 
b8a1303cdf5f86a9e3d1f88793dcf8f9,3 1.0 605 909 1549 1500 11 1.0 1157 282 1447 438 13 1.0 1314 585 1612 898 13 1.0 273 774 525 967 10 1.0 74 1229 800 1633 
923e8cd400a4e914b50f3ee0ee7297e3,11 1.0 1302 394 1552 480 
b4d7956d7abb534e5eb9654cb6ce0447,3 1.0 1056 1444 1975 1966 
7b29ce6b9a2822aadc7ef891bd2ee88b,3 1.0 748 1295 1593 1626 7 1.0 342 1129 793 1564 0 1.0 1086 748 1264 949 
0e033fc78ddfc67dbd8382a8b3198e5a,3 1.0 803 1335 1658 1660 0 1.0 1103 679 1313 927 11 1.0 1458 390 1649 509 
802ee38a7da17f26985c121f68bb9d26,0 1.0 1210 899 1708 1268 3 1.0 1028 1342 2161 2079 11 1.0 770 591 1019 758 
57b473e8eaf284e0d3321d9def714930,0 1.0 1059 562 1346 916 3 1.0 758 1274 1658 1690 13 1.0 262 878 621 1321 13 1.0 1663 1496 1970 1637 
5be05d9818c57db3635e33dca8315507,0 1.0 986 749 1196 1027 
f54d1a125632850b7774cd5144ad3bc2,11 1.0 1689 1934 1804 2096 10 1.0 1690 1938 1803 2089 
f558366fc11e15db8e92a1d7d78c4585,3 1.0 929 1273 1920 1615 11 1.0 1628 371 1932 484 0 1.0 1317 714 1579 1041 
4c98b411d5440af477230c1152109235,3 1.0 679 1510 1644 1949 11 1.0 1221 556 1506 672 13 1.0 264 1162 591 1294 7 1.0 590 1153 835 1510 11 1.0 561 509 883 608 
0403dda5a9bf46457517b604869d530d,11 1.0 1153 293 1500 429 11 1.0 1932 339 2295 463 
9fc5ef9b5be525040e800cfb9a3c9bb9,3 1.0 993 1675 2008 2232 11 1.0 904 435 1256 539 
88026d37fe4202ab073fa838da4fa438,0 1.0 1008 815 1196 1035 3 1.0 768 1423 1467 1724 
e82d33dfd04d95c61d8d133dcbf29691,3 1.0 869 1442 2030 2018 0 1.0 988 684 1620 1163 11 1.0 758 251 1132 366 11 1.0 2223 2066 2372 2275 
735ea124180d108f676db6adb5b1ba98,3 1.0 1334 1623 2660 2109 0 1.0 1706 735 1998 1104 7 1.0 2057 1041 2455 1533 
331d6f73321a73102327f7cff11ec842,0 1.0 1082 730 1320 1006 3 1.0 739 1229 1671 1516 0 1.0 806 834 981 1098 
ad64176ee6a7c2be0275dca89c1087b8,0 1.0 1323 578 1621 946 3 1.0 1036 1254 2002 1581 
6ae66f1bc9c08766adb65d366a60e2b0,11 1.0 634 419 854 591 11 1.0 1774 414 1993 577 
a704862ae5aae0c79c5c25f0d1015084,0 1.0 964 743 1139 936 3 1.0 686 1211 1404 1530 11 1.0 1206 462 1393 565 
0af6decdf00b39d4cd1d35466bd3dff9,11 1.0 1042 585 1362 690 5 1.0 700 1050 1300 2121 13 1.0 733 1284 1298 1971 
0ef99f92d68d16b8912cc073731ffad1,0 1.0 1236 828 1488 1115 11 1.0 523 503 736 670 
b1876d26a3f3cc44a8c667aa2a8a972c,0 1.0 1704 703 2094 1150 3 1.0 1366 1600 2528 2027 11 1.0 1086 326 1322 479 11 1.0 2042 288 2277 425 
622892fc0ef372c3c6c99d593c341f2f,3 1.0 706 1405 1769 1796 0 1.0 1049 773 1325 1081 11 1.0 1294 410 1568 553 
bdcb6465cb7a26e2708b2ef00eae27e7,0 1.0 1216 621 1483 920 13 1.0 684 545 866 707 
700ae38015597465d1f8e99b3885afb7,10 1.0 451 1660 722 1957 0 1.0 1237 693 1535 1003 11 1.0 1466 278 1851 398 3 1.0 971 1322 1990 1709 10 1.0 2030 1414 2263 1678 11 1.0 444 1665 589 1921 7 1.0 464 1584 933 1903 11 1.0 775 372 1097 475 9 1.0 427 1629 1005 2045 11 1.0 2108 1483 2260 1702 7 1.0 1910 1373 2227 1594 
f2f8952624cb775e2a72b5e73e29d57b,3 1.0 420 512 925 817 5 1.0 796 274 1040 771 13 1.0 848 298 1051 665 0 1.0 420 283 840 516 5 1.0 58 157 489 845 7 1.0 850 296 1031 538 
a1bffc253b662f0ed464ab6e7ab6950a,3 1.0 988 1541 2018 1958 11 1.0 792 366 1153 481 11 1.0 1604 364 1964 490 
d242d48dd1067b27d7d13b0f7ce02640,11 1.0 478 259 711 380 11 1.0 1305 297 1517 418 5 1.0 1395 707 1708 1419 
e9d6be0a35a7a6ee40349318f0e3e699,0 1.0 1158 715 1430 1040 13 1.0 1474 759 1858 1261 11 1.0 1376 411 1676 525 6 1.0 1434 738 1861 1305 
523a0dcc2fdba0812176614c5302258c,3 1.0 635 1252 1419 1560 
009bc039326338823ca3aa84381f17f1,3 1.0 685 1055 1585 1354 0 1.0 996 475 1215 740 11 1.0 1670 1221 1786 1434 10 1.0 1664 1230 1785 1422 
8ca35bde756454ae2789f75ad12dfa1a,3 1.0 848 1401 1887 2054 
dd6a091c1317b198af6bb54438d3b87f,3 1.0 743 1206 1766 1534 0 1.0 950 633 1349 997 
9d0e0a3000f3830dd027f2d1113d7320,3 1.0 709 1485 1518 1884 0 1.0 1044 850 1247 1103 
03aca410943c7f131b16572f03ee2cf6,3 1.0 726 1301 1960 1752 0 1.0 814 612 1576 1104 11 1.0 678 332 1011 451 11 1.0 1348 341 1638 433 10 1.0 121 1619 255 1843 
594fb89413087c080ddd2c97a3f6acf0,0 1.0 1588 762 1942 1192 3 1.0 1138 1590 2353 1978 10 1.0 178 2010 427 2258 
5c1dd749315a3713355b35ab28fdebb9,3 1.0 679 1099 1883 1691 0 1.0 1157 493 1542 930 7 1.0 499 665 796 975 7 1.0 364 1021 951 1575 8 1.0 511 671 801 982 9 1.0 843 331 1543 1825 11 1.0 1281 182 1585 314 6 1.0 266 331 981 1684 7 1.0 759 252 1094 906 
1b3810d022fb64d409d7d579f7739b14,5 1.0 1979 1153 2349 1758 
5d6a25163584e7b05a528d3f94fda500,3 1.0 984 1612 2213 2004 11 1.0 692 354 1019 512 0 1.0 1381 772 1655 1066 5 1.0 348 796 1048 1841 
77de418d76da77b7e429227b83cd259f,3 1.0 711 1352 1653 1673 
171dff98d336340bca7e12645e0a5a41,13 1.0 543 491 1030 887 13 1.0 1626 546 2138 1236 0 1.0 1338 740 1631 1114 11 1.0 1590 472 2116 793 11 1.0 533 388 1067 692 10 1.0 2044 2466 2342 2808 6 1.0 1605 540 2165 1130 7 1.0 1828 2007 2057 2177 13 1.0 1837 2015 2062 2176 10 1.0 246 2459 470 2821 5 1.0 303 1145 993 2425 11 1.0 244 2510 427 2854 7 1.0 1519 2283 2164 2694 5 1.0 1548 649 2270 2138 13 1.0 390 1566 1012 2377 
204c690fdc9b400342f9b5a271523bfe,0 1.0 1238 836 1502 1102 3 1.0 921 1524 1942 1904 
6786d1115f8dd6a72aaf6484ebfcc7aa,0 1.0 1342 1277 1824 1745 3 1.0 1126 2045 2217 2472 11 1.0 1619 1003 2046 1202 11 1.0 929 1005 1276 1217 
3bde9f07f146da27d795709456f6ab17,3 1.0 1098 2007 2374 2519 11 1.0 854 582 1258 726 13 1.0 1854 845 2022 1061 
1ee597e9da780a7c2e68a78fdaae42fc,3 1.0 847 1629 1687 2007 13 1.0 473 1158 921 1555 6 1.0 326 947 942 1888 
714d10886bc8bf6a1f1adc0f61127071,3 1.0 717 1532 1783 1970 11 1.0 1460 201 1779 302 7 1.0 1724 866 1904 1057 11 1.0 586 164 879 311 8 1.0 1719 871 1901 1067 
5a719936747485b2902623a89643a508,0 1.0 1396 580 1679 916 3 1.0 1029 1386 2027 1758 7 1.0 625 1229 870 1378 13 1.0 629 1235 866 1389 11 1.0 1551 237 1902 363 
51f634dd2e12def131b68288f1e7eca1,3 1.0 710 1158 1484 1447 
206a3bdb39970f971f505da837a5bfd4,0 1.0 1135 845 1343 1053 11 1.0 648 434 997 528 
6fa8814e8159cc0e7ac6d0477c0e6164,11 1.0 2072 420 2309 577 
d800be728a73341ba74459a533474fdc,3 1.0 700 1619 1733 2022 0 1.0 1045 937 1330 1250 
c73fd15d048336d86409528136f7bf25,3 1.0 583 720 1183 1019 10 1.0 177 1104 243 1194 5 1.0 944 348 1322 1057 7 1.0 963 749 1298 1035 
aaef5c76717e048a21ca0bbe328e3552,0 1.0 1080 591 1292 814 
52e9686ffccd0f4d3a6c58de8a12259b,13 1.0 415 512 983 1158 13 1.0 1392 468 1833 957 11 1.0 1376 384 1739 558 0 1.0 1192 731 1440 1002 11 1.0 616 403 980 529 8 1.0 808 1065 991 1272 6 1.0 1332 480 1862 994 7 1.0 404 437 958 1073 
5ab94e57ccb8175f3b1969059c55ea9d,0 1.0 1212 623 1434 878 3 1.0 914 1432 1707 1777 11 1.0 1314 315 1575 411 
f030f0fa1c11c6f00d7d14bb95913fa3,0 1.0 936 729 1246 1047 5 1.0 130 541 845 2037 7 1.0 359 470 834 1119 11 1.0 1334 326 1581 462 3 1.0 495 1064 1692 2021 11 1.0 550 275 796 370 
79d2a2619a836e33f35407b0bba32eca,0 1.0 1258 827 1492 1087 3 1.0 982 1530 1782 1890 
a9c0ae6876251773ec5aeacde33d8259,3 1.0 613 1235 1661 1583 0 1.0 758 507 1228 899 11 1.0 1234 307 1501 437 5 1.0 129 506 790 1683 
0cd194f171015c0eb824a1bd057f440b,0 1.0 1145 787 1418 1093 3 1.0 731 1588 1767 1937 11 1.0 1351 364 1691 477 5 1.0 231 681 804 1763 13 1.0 298 707 773 1277 5 1.0 1663 1102 2071 1853 13 1.0 274 1351 506 1562 
68586360d876ffd615409150466439f2,0 1.0 1016 718 1234 949 3 1.0 681 1287 1601 1648 11 1.0 627 388 868 476 
100a27b68566d2e53cf8c3822e2c7e30,0 1.0 1358 952 1688 1340 11 1.0 696 458 1050 579 
efafd855e44f0902661c53dc1d5466b4,3 1.0 663 1394 1740 1826 11 1.0 1167 387 1511 502 0 1.0 880 778 1320 1146 10 1.0 91 1797 268 2085 13 1.0 1669 1585 1882 1725 
7919e0bc92270c1acbd8b124aa5377ef,11 1.0 623 235 936 368 3 1.0 835 1304 1696 1645 0 1.0 1108 620 1322 845 13 1.0 1313 434 1544 708 13 1.0 1603 1459 1829 1656 
29d1fbd56a7ba8971054fa9d370e87da,11 1.0 819 450 1089 564 11 1.0 1488 418 1807 518 
fcc5d1a7ca6ebf34571e1213939e60c2,0 1.0 1214 867 1543 1197 5 1.0 243 927 1030 2122 13 1.0 416 689 955 1300 3 1.0 1037 1642 1972 2002 10 1.0 505 1916 1173 2255 7 1.0 334 1083 1053 2106 11 1.0 430 496 946 862 11 1.0 1403 512 1741 656 
037dc0be7504c7d1c5ff967f4a0a491a,11 1.0 1864 252 2237 372 3 1.0 1150 1466 2361 2263 
66999352526e3fe5ea5e2fcb065eb2c5,0 1.0 1146 638 1402 919 
a6a9a60f22b70029f82e04bd2d5823cd,3 1.0 977 1565 2128 2001 0 1.0 1399 747 1690 1072 
7a74f4e463b72f018838f26cf7aabdf2,0 1.0 1191 538 1489 890 3 1.0 783 1385 1787 1798 11 1.0 480 104 920 312 
c507a510f4c6b6f210fb060d241c6d8a,0 1.0 1025 540 1222 727 3 1.0 672 1103 1453 1536 
9da8227ee1231405e20fda4498813ba2,13 1.0 1534 704 1916 1151 13 1.0 807 681 968 940 11 1.0 1455 538 1817 669 7 1.0 1554 731 1875 1044 
79dc479648b23db3616339b4a79011b8,3 1.0 679 1233 1577 1567 0 1.0 968 617 1181 852 
851111c0d1373209b9cff31baf15dbe2,10 1.0 570 1192 1251 1893 3 1.0 907 1289 2155 2034 7 1.0 602 1222 1212 1757 11 1.0 991 209 1321 319 0 1.0 1157 608 1844 1220 
a98eb78f76b41f3b87faecc6e10e56fa,0 1.0 1352 773 1645 1061 11 1.0 763 363 1151 478 3 1.0 998 1821 2121 2220 
c6e3be1241543bb899417700ee878ccc,0 1.0 1579 757 2088 1200 
4cd5e48c37b1e88e734e6e59dbf8bd6d,0 1.0 1490 1352 1777 1671 3 1.0 1095 2087 2247 2512 7 1.0 1256 305 1570 654 11 1.0 1276 270 1579 672 
527cb2595339f9379a4af358760e9a50,0 1.0 1518 742 1819 1056 3 1.0 1107 1498 2304 1943 13 1.0 501 704 1133 1606 
2a7272f9551b1b6248aba470735154aa,0 1.0 938 695 1634 1247 7 1.0 409 598 1164 1996 6 1.0 396 594 1152 1983 11 1.0 538 396 1155 782 11 1.0 1461 326 1888 533 13 1.0 518 513 1126 1224 13 1.0 1546 513 1996 1205 4 1.0 604 521 1156 1447 9 1.0 583 535 1519 2098 5 1.0 1579 548 2280 1993 10 1.0 321 1992 438 2196 3 1.0 626 981 1888 2412 5 1.0 311 324 1180 2042 
77c5a562bf2f2681dfdc1c17503061fe,0 1.0 1027 973 1232 1188 
b7b4381159d2df03eae9c807e19c5f11,7 1.0 1611 1002 2204 1610 0 1.0 1332 1153 1657 1495 5 1.0 286 1157 1121 2613 6 1.0 1674 1149 2235 1972 13 1.0 1560 938 2215 1842 11 1.0 628 590 882 756 11 1.0 1486 553 1968 743 10 1.0 174 2957 322 3117 
05e951c63e80999f13e6e09e7ec8439a,0 1.0 1057 390 1236 572 3 1.0 656 1238 1516 1632 11 1.0 445 92 696 230 11 1.0 1242 80 1558 190 13 1.0 1284 147 1549 522 
3685798c0a54f17473262707013b594f,0 1.0 1304 796 1569 1104 3 1.0 869 1749 1937 2149 11 1.0 1556 449 1826 559 
3aaefe9e6128e0b34d206e0c86ef3e9c,3 1.0 666 997 1988 1704 0 1.0 1031 393 1514 873 7 1.0 112 1283 843 1846 11 1.0 1163 139 1627 391 10 1.0 103 1283 863 1839 10 1.0 1919 1796 2057 2021 9 1.0 118 1288 860 1861 11 1.0 630 186 1004 321 11 1.0 1924 1813 2055 2024 5 1.0 164 349 821 1419 13 1.0 1251 194 1553 379 7 1.0 1759 1300 1956 1573 
a73dcf600646ab4aa44b173947fcd250,0 1.0 839 520 1479 902 3 1.0 611 1046 1845 1639 11 1.0 1219 214 1500 295 9 1.0 958 427 1601 1791 11 1.0 439 281 773 492 
12cea68e4b795e545877708c16b8dbdd,13 1.0 454 1141 656 1436 7 1.0 422 1068 775 1518 
0e2bcdee2343352fe40df470e046ea01,11 1.0 1395 497 1616 601 
4bc559f97e1d3c8c2ee52deef7de8811,11 1.0 1294 754 1485 872 0 1.0 1016 1060 1187 1250 
8eac0d67c1763bf49cff773d0acce819,3 1.0 753 1326 1809 1715 
b45212c0181a586f4e50896ed1ade593,0 1.0 1217 992 1954 1496 7 1.0 685 1626 1297 2235 3 1.0 1169 1462 2363 2126 10 1.0 607 1896 1380 2446 13 1.0 788 1719 1202 1967 11 1.0 1020 708 1318 843 13 1.0 860 1364 1233 1592 5 1.0 686 927 1311 2063 
dc1743f5e5aaa29ea7a74ea2aa2c9862,0 1.0 1023 566 1192 816 3 1.0 732 1101 1384 1396 
7e090684cddb682dd8d56ad47b20a89d,0 1.0 1130 897 1423 1258 13 1.0 481 528 932 985 11 1.0 522 467 907 663 11 1.0 1293 409 1682 530 3 1.0 784 1572 1783 2155 7 1.0 481 509 922 900 13 1.0 1483 664 1671 856 
92fa602b722ed0b664edb0b7ef6efc6e,3 1.0 698 1138 1558 1438 0 1.0 1056 444 1243 689 
c864a64d8f6dcb81ec48449aff0e706d,3 1.0 891 1212 1720 1564 11 1.0 1826 1500 1944 1694 7 1.0 429 1064 904 1445 
7d9e13dac6ed48dbd0577c3c65b214eb,3 1.0 816 1287 1645 1591 0 1.0 1145 763 1336 999 
b7087046414717d69791b6fd66fa9e4d,3 1.0 723 1342 1857 1748 0 1.0 921 629 1550 1087 13 1.0 1571 574 1961 972 
045a16fa7dd72c16b7b7d44ff10be428,0 1.0 1184 761 1504 1136 3 1.0 778 1352 1829 1800 
da9d4494e91eedba860f6ad44139a591,0 1.0 1169 613 1422 910 11 1.0 1477 265 1848 395 3 1.0 762 1372 1820 1787 11 1.0 573 240 987 407 11 1.0 1291 281 1491 410 11 1.0 355 309 573 482 
1a215224bd3e29b6e8e691893181bd21,0 1.0 1142 553 1384 827 3 1.0 826 1288 1761 1596 11 1.0 262 1552 401 1771 10 1.0 259 1551 402 1774 
558622a97e3722ee974a2c8dddc4ca80,13 1.0 790 1307 1032 1462 13 1.0 767 1867 992 2028 13 1.0 2013 1626 2398 1845 
bbded36443480f20efc2a93c6c353369,3 1.0 687 1163 1866 1662 10 1.0 1461 1071 2424 1949 7 1.0 1403 515 2432 1793 11 1.0 1694 314 2052 454 9 1.0 1332 1057 2404 1937 11 1.0 548 263 1152 550 0 1.0 965 553 1605 1033 7 1.0 776 689 1075 1236 10 1.0 293 1612 813 1888 13 1.0 1594 396 2248 1155 
78528b631de407173ba09edd7b465e68,11 1.0 861 424 1082 569 11 1.0 1606 426 2019 558 
0d825340b08e816f7d8f28c7c7809a31,3 1.0 615 1475 1844 2003 0 1.0 727 567 1404 1152 7 1.0 1442 920 2003 1414 11 1.0 338 253 841 482 7 1.0 1573 1559 2132 1965 6 1.0 1395 957 2117 2013 13 1.0 1455 932 2049 1757 5 1.0 1332 756 2002 1489 9 1.0 1578 1820 2189 2143 11 1.0 1157 177 1426 302 11 1.0 1516 281 1785 453 
7a4e9f9b2fd1e2423d98dbaa316d199f,3 1.0 884 1339 1800 1648 0 1.0 1141 725 1340 921 11 1.0 600 441 936 545 
4a43a19ebccba17f3c1aa3b761298293,0 1.0 1731 656 2017 972 3 1.0 1374 1333 2340 1699 11 1.0 1859 401 2210 540 
e0287e0fab8e6a90dc15dd8eb964931c,0 1.0 855 527 1380 915 3 1.0 727 1136 1734 1659 5 1.0 100 395 857 1885 11 1.0 603 36 868 147 3 1.0 92 1537 871 1932 
4924e87f8069a1e4d3bb55f7bbeecdab,0 1.0 989 790 1206 1022 11 1.0 557 399 846 494 
bc288b3d6a7c674d372b85133272b09a,10 1.0 186 2494 318 2680 0 1.0 1282 885 1532 1161 11 1.0 198 2470 335 2673 10 1.0 1990 2500 2182 2721 11 1.0 519 337 1124 673 10 1.0 210 2212 934 2631 7 1.0 269 2160 941 2585 13 1.0 769 470 1025 746 3 1.0 863 2011 1744 2515 13 1.0 1602 569 1789 811 5 1.0 1571 1144 2159 2448 11 1.0 2030 2530 2178 2699 5 1.0 189 480 1044 2511 7 1.0 1672 1662 2136 2495 
a651f4b5a5f723845a76084017650322,0 1.0 1313 803 1699 1188 3 1.0 902 1568 2166 2065 11 1.0 638 350 1098 481 11 1.0 1813 397 2067 534 10 1.0 2178 2006 2334 2215 
f0f700707355c83f4142ee3358fd1a78,7 1.0 380 1190 762 1554 7 1.0 1433 1242 1689 1633 3 1.0 806 1352 1434 1637 
dad0ade8390ad4e53a98a69bf94ea288,3 1.0 858 1289 2037 1623 0 1.0 1163 600 1423 901 11 1.0 711 323 977 412 
cd9c4d04fa5cebf24886b4bdd7f0e7cd,0 1.0 1100 845 1385 1194 11 1.0 569 479 887 597 3 1.0 790 1825 1804 2222 11 1.0 1279 418 1598 517 
8622b8fb70af2568eb36fe1e9bf944df,0 1.0 1106 466 1326 731 3 1.0 844 986 1616 1244 
3f2dcbb885cf38e7b07d29785d81215e,11 1.0 663 410 1019 545 11 1.0 1661 437 1952 579 
5927e15c854e4b6ba3fda0539251b91a,3 1.0 872 1366 2069 1760 0 1.0 885 651 1688 1215 8 1.0 1827 849 2003 1012 11 1.0 1669 315 1923 470 0 1.0 1833 849 2001 1016 7 1.0 1823 848 1998 1005 9 1.0 1824 838 2015 1025 
ea9601272370ee3c0b1e0b4b4bc5a2ae,3 1.0 1010 1654 2176 2120 0 1.0 1297 876 1601 1201 11 1.0 702 508 1070 632 11 1.0 1542 457 1954 598 
a12c4d0713661192a6e0bbd0ed1b231e,11 1.0 559 321 809 423 11 1.0 1372 353 1600 461 
72d2a167034f2cb425bcf7897137c464,3 1.0 794 1365 1738 1675 0 1.0 1130 803 1348 1056 11 1.0 1334 462 1626 583 
0aed23e64ebdea798486056b4f174424,10 1.0 1877 1821 2127 2148 7 1.0 302 1263 963 1850 10 1.0 125 1714 290 2007 0 1.0 1169 785 1454 1050 3 1.0 887 1508 1858 1985 9 1.0 152 1234 986 1918 11 1.0 608 331 941 436 11 1.0 1376 326 1692 433 11 1.0 126 1784 281 2040 5 1.0 145 1029 935 1905 7 1.0 1831 1727 2113 2032 
d4d816a8ea92b3b6fedb47cb10540888,0 1.0 1446 806 1726 1066 11 1.0 845 333 1220 459 5 1.0 2002 1278 2488 2000 3 1.0 973 1716 2025 2091 11 1.0 669 395 912 582 
f7b3414f5897f955261269f1f239c2f0,10 1.0 180 1769 874 2166 0 1.0 1125 984 1365 1220 11 1.0 593 543 961 672 11 1.0 200 1875 322 2076 7 1.0 266 1708 847 2042 
367d407eeafceb8dd55ee11f7e52b3d7,0 1.0 1180 565 1609 988 13 1.0 1780 518 1992 710 3 1.0 894 1437 2039 1861 13 1.0 820 274 989 541 11 1.0 679 223 1044 335 13 1.0 1484 273 1645 449 
75ec71c3e8edd4291eb1bec543ca5855,0 1.0 1258 859 1499 1137 13 1.0 1511 661 1875 1146 11 1.0 1478 575 1871 791 13 1.0 433 1097 628 1335 5 1.0 1515 666 2024 1595 6 1.0 1406 668 1930 1167 
25f51d768c59ed4ac52079177d45479f,8 1.0 398 1530 579 1673 7 1.0 399 1530 583 1670 
4e685bcf518b823638340e2cb20fbad8,0 1.0 1222 646 1640 1087 13 1.0 1617 505 2204 1046 11 1.0 1505 292 2041 574 13 1.0 247 488 765 964 11 1.0 403 351 677 530 3 1.0 804 1632 1947 2019 
870de757427d966a02d162ae502f6563,3 1.0 1146 1135 2352 1572 0 1.0 1566 567 1896 912 10 1.0 2262 945 2587 1569 11 1.0 893 139 1177 282 
c599b8e1af4bf986d23b7c6d93cf62b2,3 1.0 864 1634 1839 1936 11 1.0 1379 556 1684 647 
39fb994092b2b3b96068fe06724af10e,13 1.0 387 318 963 999 11 1.0 500 229 943 434 
a861ebc33e21bf2a73d3e9b8cccbf526,0 1.0 1091 788 1261 968 5 1.0 1433 1161 1770 1775 6 1.0 1421 1176 1748 1704 13 1.0 1420 1163 1775 1770 
3826548c8fedb944bee4f6eaa5c2090e,0 1.0 1090 692 1300 894 3 1.0 697 1371 1512 1774 13 1.0 668 400 827 619 
